전국,17,34,7,23,11,17,20
서울,6,7,0,3,2,3,3
부산,0,0,0,0,0,0,0
대구,1,3,0,1,1,1,1
인천,0,1,0,2,1,1,2
광주,2,2,0,1,0,0,1
대전,0,1,0,1,0,0,0
울산,0,0,0,0,0,0,0
경기,3,8,6,8,4,5,8
강원,0,2,1,1,1,3,1
충북,2,1,0,1,1,1,0
충남,0,4,0,0,0,0,1
전북,0,0,0,0,0,0,0
전남,1,2,0,1,0,1,0
경북,1,1,0,0,1,2,2
경남,1,2,0,3,0,0,1
제주,0,0,0,0,0,0,0
세종,0,0,0,1,0,0,0
미상,0,0,0,0,0,0,0
