전국,159,273,43,3,103,206,190
서울,49,74,15,0,32,53,59
부산,13,10,4,0,7,11,4
대구,8,16,2,0,0,4,5
인천,8,18,2,1,9,16,14
광주,2,3,0,0,1,6,7
대전,0,7,0,0,4,2,1
울산,3,13,1,1,2,1,5
경기,43,84,13,0,24,66,62
강원,5,5,0,1,4,6,1
충북,4,7,0,0,1,3,7
충남,4,7,2,0,3,9,3
전북,3,10,0,0,3,5,6
전남,4,0,1,0,1,7,6
경북,3,3,1,0,5,6,2
경남,8,11,1,0,5,9,8
제주,2,5,1,0,1,1,0
세종,0,0,0,0,1,1,0
미상,0,0,0,0,0,0,0
